sin^{2}(2\theta),|Delta m^{2}|,Likelihood
0.86,0.0023,8.35572
0.86,0.00231,7.95399
0.86,0.00232,7.56756
0.86,0.00233,7.19651
0.86,0.00234,6.8409
0.86,0.00235,6.50078
0.86,0.00236,6.1762
0.86,0.00237,5.86721
0.86,0.00238,5.56915
0.86,0.00239,5.28608
0.86,0.0024,5.0188
0.86,0.00241,4.76734
0.86,0.00242,4.53176
0.86,0.00243,4.3121
0.86,0.00244,4.10841
0.86,0.00245,3.92076
0.86,0.00246,3.74914
0.86,0.00247,3.59358
0.86,0.00248,3.4541
0.86,0.00249,3.33074
0.86,0.0025,3.22353
0.86,0.00251,3.13249
0.86,0.00252,3.05702
0.86,0.00253,2.99763
0.86,0.00254,2.95446
0.86,0.00255,2.92754
0.86,0.00256,2.9169
0.86,0.00257,2.92255
0.86,0.00258,2.94451
0.86,0.00259,2.98279
0.86,0.0026,3.03741
0.86,0.00261,3.10838
0.86,0.00262,3.19571
0.86,0.00263,3.2994
0.86,0.00264,3.41947
0.86,0.00265,3.55593
0.86,0.00266,3.70876
0.86,0.00267,3.87256
0.86,0.00268,4.05233
0.86,0.00269,4.24848
0.86,0.0027,4.46101
0.86,0.00271,4.68991
0.86,0.00272,4.93518
0.86,0.00273,5.19681
0.86,0.00274,5.47479
0.86,0.00275,5.76909
0.86,0.00276,6.07972
0.86,0.00277,6.40666
0.86,0.00278,6.74988
0.86,0.00279,7.10937
0.86,0.0028,7.48512
0.865,0.002,26.4475
0.865,0.00201,25.6246
0.865,0.00202,24.8145
0.865,0.00203,24.0173
0.865,0.00204,23.2332
0.865,0.00205,22.4623
0.865,0.00206,21.7046
0.865,0.00207,20.9604
0.865,0.00208,20.2297
0.865,0.00209,19.5127
0.865,0.0021,18.8094
0.865,0.00211,18.12
0.865,0.00212,17.4443
0.865,0.00213,16.7824
0.865,0.00214,16.1346
0.865,0.00215,15.5009
0.865,0.00216,14.8816
0.865,0.00217,14.2766
0.865,0.00218,13.6861
0.865,0.00219,13.1101
0.865,0.0022,12.5489
0.865,0.00221,12.0023
0.865,0.00222,11.4706
0.865,0.00223,10.9539
0.865,0.00224,10.4523
0.865,0.00225,9.96731
0.865,0.00226,9.49738
0.865,0.00227,9.04262
0.865,0.00228,8.60311
0.865,0.00229,8.17895
0.865,0.0023,7.77018
0.865,0.00231,7.37685
0.865,0.00232,6.99903
0.865,0.00233,6.6368
0.865,0.00234,6.29021
0.865,0.00235,5.95931
0.865,0.00236,5.64416
0.865,0.00237,5.3448
0.865,0.00238,5.05652
0.865,0.00239,4.78342
0.865,0.0024,4.52632
0.865,0.00241,4.28525
0.865,0.00242,4.06027
0.865,0.00243,3.85142
0.865,0.00244,3.65879
0.865,0.00245,3.48237
0.865,0.00246,3.32219
0.865,0.00247,3.17828
0.865,0.00248,3.05066
0.865,0.00249,2.93938
0.865,0.0025,2.84445
0.865,0.00251,2.76591
0.865,0.00252,2.70312
0.865,0.00253,2.65661
0.865,0.00254,2.62654
0.865,0.00255,2.61294
0.865,0.00256,2.61583
0.865,0.00257,2.63522
0.865,0.00258,2.67114
0.865,0.00259,2.72361
0.865,0.0026,2.79262
0.865,0.00261,2.87821
0.865,0.00262,2.98037
0.865,0.00263,3.09911
0.865,0.00264,3.23445
0.865,0.00265,3.38638
0.865,0.00266,3.55492
0.865,0.00267,3.73449
0.865,0.00268,3.93023
0.865,0.00269,4.14257
0.865,0.0027,4.37151
0.865,0.00271,4.61704
0.865,0.00272,4.87915
0.865,0.00273,5.15783
0.865,0.00274,5.45307
0.865,0.00275,5.76485
0.865,0.00276,6.09318
0.865,0.00277,6.43802
0.865,0.00278,6.79936
0.865,0.00279,7.17719
0.865,0.0028,7.57148
0.87,0.002,25.7126
0.87,0.00201,24.8927
0.87,0.00202,24.0857
0.87,0.00203,23.2918
0.87,0.00204,22.5111
0.87,0.00205,21.7438
0.87,0.00206,20.99
0.87,0.00207,20.2498
0.87,0.00208,19.5233
0.87,0.00209,18.8106
0.87,0.0021,18.1119
0.87,0.00211,17.4273
0.87,0.00212,16.7565
0.87,0.00213,16.0997
0.87,0.00214,15.4571
0.87,0.00215,14.8289
0.87,0.00216,14.2152
0.87,0.00217,13.6161
0.87,0.00218,13.0316
0.87,0.00219,12.4619
0.87,0.0022,11.9071
0.87,0.00221,11.3672
0.87,0.00222,10.8424
0.87,0.00223,10.3326
0.87,0.00224,9.83834
0.87,0.00225,9.36077
0.87,0.00226,8.8985
0.87,0.00227,8.4516
0.87,0.00228,8.02016
0.87,0.00229,7.60427
0.87,0.0023,7.20397
0.87,0.00231,6.81932
0.87,0.00232,6.4504
0.87,0.00233,6.09727
0.87,0.00234,5.75997
0.87,0.00235,5.43858
0.87,0.00236,5.13314
0.87,0.00237,4.84371
0.87,0.00238,4.56549
0.87,0.00239,4.30266
0.87,0.0024,4.05604
0.87,0.00241,3.82567
0.87,0.00242,3.61159
0.87,0.00243,3.4139
0.87,0.00244,3.23262
0.87,0.00245,3.06775
0.87,0.00246,2.91933
0.87,0.00247,2.78739
0.87,0.00248,2.67197
0.87,0.00249,2.57309
0.87,0.0025,2.49078
0.87,0.00251,2.42508
0.87,0.00252,2.37532
0.87,0.00253,2.34204
0.87,0.00254,2.32542
0.87,0.00255,2.32549
0.87,0.00256,2.34227
0.87,0.00257,2.37577
0.87,0.00258,2.42602
0.87,0.00259,2.49304
0.87,0.0026,2.57682
0.87,0.00261,2.6774
0.87,0.00262,2.79477
0.87,0.00263,2.92895
0.87,0.00264,3.07993
0.87,0.00265,3.24774
0.87,0.00266,3.43237
0.87,0.00267,3.6281
0.87,0.00268,3.84022
0.87,0.00269,4.06915
0.87,0.0027,4.3149
0.87,0.00271,4.57746
0.87,0.00272,4.85681
0.87,0.00273,5.15296
0.87,0.00274,5.46588
0.87,0.00275,5.79557
0.87,0.00276,6.14201
0.87,0.00277,6.50519
0.87,0.00278,6.88508
0.87,0.00279,7.28168
0.87,0.0028,7.69496
0.875,0.002,24.9907
0.875,0.00201,24.1738
0.875,0.00202,23.3701
0.875,0.00203,22.5797
0.875,0.00204,21.8026
0.875,0.00205,21.0392
0.875,0.00206,20.2894
0.875,0.00207,19.5534
0.875,0.00208,18.8313
0.875,0.00209,18.1232
0.875,0.0021,17.4293
0.875,0.00211,16.7497
0.875,0.00212,16.084
0.875,0.00213,15.4324
0.875,0.00214,14.7953
0.875,0.00215,14.1728
0.875,0.00216,13.565
0.875,0.00217,12.972
0.875,0.00218,12.3938
0.875,0.00219,11.8306
0.875,0.0022,11.2824
0.875,0.00221,10.7494
0.875,0.00222,10.2317
0.875,0.00223,9.72927
0.875,0.00224,9.24248
0.875,0.00225,8.77262
0.875,0.00226,8.31827
0.875,0.00227,7.8795
0.875,0.00228,7.4564
0.875,0.00229,7.04905
0.875,0.0023,6.65749
0.875,0.00231,6.28181
0.875,0.00232,5.92206
0.875,0.00233,5.5783
0.875,0.00234,5.25059
0.875,0.00235,4.939
0.875,0.00236,4.64357
0.875,0.00237,4.36436
0.875,0.00238,4.09651
0.875,0.00239,3.84426
0.875,0.0024,3.60843
0.875,0.00241,3.38906
0.875,0.00242,3.18624
0.875,0.00243,3.00002
0.875,0.00244,2.83039
0.875,0.00245,2.6774
0.875,0.00246,2.54107
0.875,0.00247,2.42144
0.875,0.00248,2.31855
0.875,0.00249,2.23242
0.875,0.0025,2.16308
0.875,0.00251,2.11057
0.875,0.00252,2.07418
0.875,0.00253,2.05449
0.875,0.00254,2.05168
0.875,0.00255,2.06579
0.875,0.00256,2.09682
0.875,0.00257,2.14481
0.875,0.00258,2.20977
0.875,0.00259,2.29171
0.875,0.0026,2.39065
0.875,0.00261,2.5066
0.875,0.00262,2.63957
0.875,0.00263,2.78958
0.875,0.00264,2.95662
0.875,0.00265,3.14069
0.875,0.00266,3.34182
0.875,0.00267,3.55412
0.875,0.00268,3.78302
0.875,0.00269,4.02896
0.875,0.0027,4.29193
0.875,0.00271,4.57193
0.875,0.00272,4.86896
0.875,0.00273,5.18299
0.875,0.00274,5.51402
0.875,0.00275,5.86205
0.875,0.00276,6.22704
0.875,0.00277,6.60899
0.875,0.00278,7.00788
0.875,0.00279,7.42369
0.875,0.0028,7.85641
0.88,0.002,24.2819
0.88,0.00201,23.4683
0.88,0.00202,22.6681
0.88,0.00203,21.8813
0.88,0.00204,21.1081
0.88,0.00205,20.3486
0.88,0.00206,19.6031
0.88,0.00207,18.8715
0.88,0.00208,18.154
0.88,0.00209,17.4507
0.88,0.0021,16.7618
0.88,0.00211,16.0873
0.88,0.00212,15.427
0.88,0.00213,14.781
0.88,0.00214,14.1496
0.88,0.00215,13.533
0.88,0.00216,12.9313
0.88,0.00217,12.3446
0.88,0.00218,11.7729
0.88,0.00219,11.2165
0.88,0.0022,10.6752
0.88,0.00221,10.1494
0.88,0.00222,9.63899
0.88,0.00223,9.14412
0.88,0.00224,8.6651
0.88,0.00225,8.20323
0.88,0.00226,7.75706
0.88,0.00227,7.32668
0.88,0.00228,6.9122
0.88,0.00229,6.51367
0.88,0.0023,6.13115
0.88,0.00231,5.76472
0.88,0.00232,5.41442
0.88,0.00233,5.08033
0.88,0.00234,4.76251
0.88,0.00235,4.46101
0.88,0.00236,4.17589
0.88,0.00237,3.90721
0.88,0.00238,3.65005
0.88,0.00239,3.40869
0.88,0.0024,3.18396
0.88,0.00241,2.97594
0.88,0.00242,2.78471
0.88,0.00243,2.61026
0.88,0.00244,2.45262
0.88,0.00245,2.31184
0.88,0.00246,2.18794
0.88,0.00247,2.08097
0.88,0.00248,1.99095
0.88,0.00249,1.91793
0.88,0.0025,1.86192
0.88,0.00251,1.82295
0.88,0.00252,1.8003
0.88,0.00253,1.79456
0.88,0.00254,1.80594
0.88,0.00255,1.83446
0.88,0.00256,1.88013
0.88,0.00257,1.94298
0.88,0.00258,2.02303
0.88,0.00259,2.12029
0.88,0.0026,2.23478
0.88,0.00261,2.36651
0.88,0.00262,2.51548
0.88,0.00263,2.68171
0.88,0.00264,2.86521
0.88,0.00265,3.06597
0.88,0.00266,3.284
0.88,0.00267,3.5133
0.88,0.00268,3.75939
0.88,0.00269,4.02275
0.88,0.0027,4.30338
0.88,0.00271,4.60126
0.88,0.00272,4.91638
0.88,0.00273,5.24874
0.88,0.00274,5.59833
0.88,0.00275,5.96512
0.88,0.00276,6.34912
0.88,0.00277,6.75029
0.88,0.00278,7.16864
0.88,0.00279,7.60413
0.88,0.0028,8.05674
0.885,0.002,23.5865
0.885,0.00201,22.7764
0.885,0.00202,21.9798
0.885,0.00203,21.1968
0.885,0.00204,20.4277
0.885,0.00205,19.6725
0.885,0.00206,18.9313
0.885,0.00207,18.2043
0.885,0.00208,17.4917
0.885,0.00209,16.7934
0.885,0.0021,16.1097
0.885,0.00211,15.4407
0.885,0.00212,14.7859
0.885,0.00213,14.1456
0.885,0.00214,13.5202
0.885,0.00215,12.9098
0.885,0.00216,12.3144
0.885,0.00217,11.7343
0.885,0.00218,11.1694
0.885,0.00219,10.6199
0.885,0.0022,10.0859
0.885,0.00221,9.56741
0.885,0.00222,9.06462
0.885,0.00223,8.57757
0.885,0.00224,8.10659
0.885,0.00225,7.65296
0.885,0.00226,7.21526
0.885,0.00227,6.79356
0.885,0.00228,6.38797
0.885,0.00229,5.99855
0.885,0.0023,5.62537
0.885,0.00231,5.26847
0.885,0.00232,4.92793
0.885,0.00233,4.60381
0.885,0.00234,4.29617
0.885,0.00235,4.00508
0.885,0.00236,3.73059
0.885,0.00237,3.47275
0.885,0.00238,3.22659
0.885,0.00239,2.99644
0.885,0.0024,2.78315
0.885,0.00241,2.58684
0.885,0.00242,2.4075
0.885,0.00243,2.24516
0.885,0.00244,2.09985
0.885,0.00245,1.97162
0.885,0.00246,1.86051
0.885,0.00247,1.76655
0.885,0.00248,1.68977
0.885,0.00249,1.63021
0.885,0.0025,1.58789
0.885,0.00251,1.56284
0.885,0.00252,1.5543
0.885,0.00253,1.5629
0.885,0.00254,1.58884
0.885,0.00255,1.63215
0.885,0.00256,1.69285
0.885,0.00257,1.77096
0.885,0.00258,1.86649
0.885,0.00259,1.97948
0.885,0.0026,2.10992
0.885,0.00261,2.25783
0.885,0.00262,2.42322
0.885,0.00263,2.60609
0.885,0.00264,2.80646
0.885,0.00265,3.02433
0.885,0.00266,3.2597
0.885,0.00267,3.50641
0.885,0.00268,3.77013
0.885,0.00269,4.05135
0.885,0.0027,4.35006
0.885,0.00271,4.66626
0.885,0.00272,4.99993
0.885,0.00273,5.35106
0.885,0.00274,5.71965
0.885,0.00275,6.10568
0.885,0.00276,6.50914
0.885,0.00277,6.93001
0.885,0.00278,7.36827
0.885,0.00279,7.82391
0.885,0.0028,8.29692
0.89,0.002,22.9047
0.89,0.00201,22.0983
0.89,0.00202,21.3055
0.89,0.00203,20.5266
0.89,0.00204,19.7617
0.89,0.00205,19.0109
0.89,0.00206,18.2744
0.89,0.00207,17.5523
0.89,0.00208,16.8447
0.89,0.00209,16.1516
0.89,0.0021,15.4734
0.89,0.00211,14.81
0.89,0.00212,14.161
0.89,0.00213,13.5267
0.89,0.00214,12.9075
0.89,0.00215,12.3034
0.89,0.00216,11.7147
0.89,0.00217,11.1413
0.89,0.00218,10.5835
0.89,0.00219,10.0412
0.89,0.0022,9.51466
0.89,0.00221,9.00387
0.89,0.00222,8.50895
0.89,0.00223,8.03
0.89,0.00224,7.56734
0.89,0.00225,7.12224
0.89,0.00226,6.69328
0.89,0.00227,6.28054
0.89,0.00228,5.88415
0.89,0.00229,5.50414
0.89,0.0023,5.14057
0.89,0.00231,4.79351
0.89,0.00232,4.46303
0.89,0.00233,4.14918
0.89,0.00234,3.85205
0.89,0.00235,3.57168
