# GLoBES cross section file for NC interactions in the following material:
#
#      PDG code     abundance
#     1000260560        1
#
# log10(E/GeV) \nu_e      \nu_\mu         \nu_\tau      \bar{\nu}_e    \bar{\nu}_\mu  \bar{\nu}_\tau
-0.052	0.3416746	0.3416746	0.3416746          0.0           0.0             0.0
-0.049	0.3414369	0.3414369	0.3414369          0.0           0.0             0.0
-0.046	0.3411971	0.3411971	0.3411971          0.0           0.0             0.0
-0.043	0.340961	0.340961	0.340961           0.0           0.0             0.0
-0.04	0.3406878	0.3406878	0.3406878          0.0           0.0             0.0
-0.037	0.3403302	0.3403302	0.3403302          0.0           0.0             0.0
-0.034	0.3399779	0.3399779	0.3399779          0.0           0.0             0.0
-0.031	0.3396299	0.3396299	0.3396299          0.0           0.0             0.0
-0.028	0.3392915	0.3392915	0.3392915          0.0           0.0             0.0
-0.025	0.3389602	0.3389602	0.3389602          0.0           0.0             0.0
-0.022	0.3386543	0.3386543	0.3386543          0.0           0.0             0.0
-0.019	0.3383902	0.3383902	0.3383902          0.0           0.0             0.0
-0.016	0.3381316	0.3381316	0.3381316          0.0           0.0             0.0
-0.013	0.3378779	0.3378779	0.3378779         0.0           0.0             0.0 
-0.01	0.3376223	0.3376223	0.3376223          0.0           0.0             0.0
-0.007	0.3373688	0.3373688	0.3373688          0.0           0.0             0.0
-0.004	0.3370713	0.3370713	0.3370713          0.0           0.0             0.0
-0.001	0.3367187	0.3367187	0.3367187          0.0           0.0             0.0
0.002	0.3363628	0.3363628	0.3363628          0.0           0.0             0.0
0.005	0.3360098	0.3360098	0.3360098          0.0           0.0             0.0
0.008	0.3356617	0.3356617	0.3356617          0.0           0.0             0.0
0.011	0.3353166	0.3353166	0.3353166          0.0           0.0             0.0
0.014	0.3349812	0.3349812	0.3349812          0.0           0.0             0.0
0.017	0.3346318	0.3346318	0.3346318          0.0           0.0             0.0
0.02	0.3342948	0.3342948	0.3342948          0.0           0.0             0.0
0.023	0.3339744	0.3339744	0.3339744          0.0           0.0             0.0
0.026	0.3336391	0.3336391	0.3336391          0.0           0.0             0.0
0.029	0.3333046	0.3333046	0.3333046          0.0           0.0             0.0
0.032	0.3329996	0.3329996	0.3329996          0.0           0.0             0.0
0.035	0.3327219	0.3327219	0.3327219         0.0           0.0             0.0 
0.038	0.3324407	0.3324407	0.3324407          0.0           0.0             0.0
0.041	0.33216	0.33216	0.33216                           0.0           0.0             0.0 
0.044	0.3318886	0.3318886	0.3318886          0.0           0.0             0.0
0.047	0.3316368	0.3316368	0.3316368         0.0           0.0             0.0 
0.05	0.3313705	0.3313705	0.3313705          0.0           0.0             0.0
0.053	0.3310951	0.3310951	0.3310951          0.0           0.0             0.0
0.056	0.3308145	0.3308145	0.3308145          0.0           0.0             0.0
0.059	0.330533	0.330533	0.330533           0.0           0.0             0.0
0.062	0.3302361	0.3302361	0.3302361          0.0           0.0             0.0
0.065	0.3299272	0.3299272	0.3299272          0.0           0.0             0.0
0.068	0.3296045	0.3296045	0.3296045          0.0           0.0             0.0
0.071	0.329261	0.329261	0.329261           0.0           0.0             0.0
0.074	0.3289254	0.3289254	0.3289254          0.0           0.0             0.0
0.077	0.328603	0.328603	0.328603           0.0           0.0             0.0
0.08	0.328272	0.328272	0.328272           0.0           0.0             0.0
0.083	0.3279297	0.3279297	0.3279297          0.0           0.0             0.0
0.086	0.3275496	0.3275496	0.3275496          0.0           0.0             0.0
0.089	0.327159	0.327159	0.327159          0.0           0.0             0.0 
0.092	0.3267719	0.3267719	0.3267719          0.0           0.0             0.0
0.095	0.326384	0.326384	0.326384           0.0           0.0             0.0
0.098	0.3259986	0.3259986	0.3259986          0.0           0.0             0.0
0.101	0.3256208	0.3256208	0.3256208          0.0           0.0             0.0
0.104	0.3252506	0.3252506	0.3252506          0.0           0.0             0.0
0.107	0.3248765	0.3248765	0.3248765          0.0           0.0             0.0
0.11	0.3245	0.3245	0.3245                             0.0           0.0             0.0
0.113	0.324104	0.324104	0.324104           0.0           0.0             0.0
0.116	0.3237036	0.3237036	0.3237036          0.0           0.0             0.0
0.119	0.3232957	0.3232957	0.3232957          0.0           0.0             0.0
0.122	0.3228729	0.3228729	0.3228729          0.0           0.0             0.0
0.125	0.3224712	0.3224712	0.3224712          0.0           0.0             0.0
0.128	0.3220651	0.3220651	0.3220651          0.0           0.0             0.0
0.131	0.3216451	0.3216451	0.3216451          0.0           0.0             0.0
0.134	0.3212237	0.3212237	0.3212237          0.0           0.0             0.0
0.137	0.3207983	0.3207983	0.3207983         0.0           0.0             0.0 
0.14	0.3203608	0.3203608	0.3203608          0.0           0.0             0.0
0.143	0.3199168	0.3199168	0.3199168         0.0           0.0             0.0 
0.146	0.3194742	0.3194742	0.3194742          0.0           0.0             0.0
0.149	0.3190381	0.3190381	0.3190381         0.0           0.0             0.0 
0.152	0.3186078	0.3186078	0.3186078          0.0           0.0             0.0
